Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.189573,0.149406,0.092841,0.104593,0.050862,0.027077,0.068088,0.120318
borg,0.20157,0.104881,0.055163,0.097049,-1.0,0.006881,0.072034,0.079099
datapro4j,0.283763,0.106184,0.092165,0.119727,0.063329,0.030786,0.110951,0.121491
ical4j,0.238619,0.122268,0.067075,0.095301,0.019377,0.005713,0.068384,0.118933
java2html,0.231731,0.119851,0.090685,0.120074,-1.0,0.035675,0.083106,0.099722
jsapar,0.216848,0.135308,0.09411,0.105165,0.059481,0.014378,0.081897,0.119103
jxls,0.294421,0.112391,0.054314,0.094171,-1.0,0.004797,0.07034,0.100819
logisim,0.147294,0.102199,0.060737,0.142727,-1.0,0.007547,0.063833,0.102438
marvin,0.257075,0.12036,0.088061,0.099087,0.080353,0.014007,0.112621,0.131555
nekohtml,0.320914,0.122671,0.103552,0.103797,0.047275,0.014268,0.082032,0.125324
