Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.004878,0.11611,0.113436,0.201947,0.079416,0.0,0.134701,0.005126
borg,0.001597,0.147517,0.062426,0.171859,-1.0,0.0,0.138259,0.001815
datapro4j,0.031798,0.214339,0.215396,0.323908,0.123825,0.0,0.165457,0.021539
ical4j,0.003109,0.111863,0.086435,0.173935,0.048119,1.7E-5,0.08133,0.015817
java2html,0.001026,0.089003,0.062978,0.096296,-1.0,0.0,0.09813,0.001111
jsapar,9.49E-4,0.084232,0.080205,0.137049,0.048395,0.0,0.102226,0.003408
jxls,0.001335,0.097274,0.073822,0.135585,0.0,0.0,0.083877,0.00377
logisim,0.001387,0.125909,0.108968,0.164341,-1.0,0.0,0.095793,0.002296
marvin,0.022016,0.182899,0.18108,0.272629,0.129697,0.0,0.136719,0.008279
nekohtml,0.00664,0.146741,0.149857,0.233434,0.077248,0.0,0.159246,0.005199
