Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.351712,0.14687,0.08414,0.109657,0.064086,0.014766,0.051676,0.119157
borg,0.140633,0.128281,0.058824,0.098239,-1.0,0.005948,0.06316,0.067559
datapro4j,0.246582,0.153229,0.079605,0.10795,0.04676,0.021527,0.135035,0.120999
ical4j,0.264523,0.131212,0.051441,0.102492,0.020839,0.001632,0.073639,0.10385
java2html,0.12254,0.12941,0.098263,0.136265,-1.0,0.017445,0.091086,0.114634
jsapar,0.286213,0.144864,0.075833,0.09741,0.049749,0.03963,0.06454,0.112557
jxls,0.214104,0.130108,0.058851,0.08713,0.059281,0.011912,0.072582,0.09452
logisim,0.109415,0.127029,0.059934,0.089295,-1.0,0.004037,0.070804,0.091748
marvin,0.276794,0.144709,0.087663,0.107433,0.073365,9.41E-4,0.117895,0.12993
nekohtml,0.401469,0.144012,0.088468,0.107017,0.057351,0.017872,0.079473,0.117275
