Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.004837,0.124569,0.110568,0.270847,0.077164,0.0,0.136477,0.007342
borg,5.12E-4,0.208919,0.084675,0.191413,-1.0,0.0,0.132986,0.00522
datapro4j,0.019981,0.192946,0.13874,0.333046,0.113543,0.0,0.169508,0.014728
ical4j,0.007422,0.124423,0.086839,0.21673,0.059281,0.0,0.109582,0.013477
java2html,0.002364,0.158306,0.095061,0.175612,-1.0,0.0,0.131128,9.21E-4
jsapar,0.002136,0.08069,0.064933,0.160487,0.048028,0.0,0.103259,0.006399
jxls,0.005501,0.107931,0.082696,0.170795,0.0712,0.0,0.103095,0.008467
logisim,0.00238,0.16226,0.142627,0.199353,-1.0,0.0,0.169947,0.007303
marvin,0.014593,0.137701,0.148016,0.248195,0.104865,0.0,0.130213,0.008059
nekohtml,0.013279,0.147735,0.123504,0.260527,0.088472,0.0,0.185291,0.004501
