Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.182807,0.132243,0.083845,0.092915,0.05296,0.012817,0.098957,0.113185
borg,0.210337,0.11841,0.070374,0.082012,-1.0,0.01034,0.08861,0.073827
datapro4j,0.251576,0.147874,0.07666,0.110831,0.047761,0.023411,0.137201,0.132665
ical4j,0.191301,0.123757,0.046549,0.07978,0.019892,0.00442,0.086086,0.095989
java2html,0.18579,0.126422,0.104822,0.117173,-1.0,0.031253,0.127388,0.138833
jsapar,0.251961,0.132146,0.086422,0.09522,0.032895,0.025532,0.0862,0.11218
jxls,0.257347,0.118294,0.068642,0.084018,0.054955,0.008124,0.093083,0.096762
logisim,0.221312,0.142836,0.063508,0.087076,-1.0,0.009602,0.097159,0.118135
marvin,0.23693,0.129982,0.095814,0.100406,0.069567,0.008113,0.116776,0.129742
nekohtml,0.248461,0.137729,0.094873,0.09193,0.037451,0.011757,0.102725,0.123145
