Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.808667,0.873333,0.758,0.7935,0.856207,0.0,0.889333,0.0
borg,0.297037,0.609,0.285333,-1.0,-1.0,0.0,0.613,0.0
datapro4j,0.926,0.981,0.903333,0.896667,0.989667,0.0,0.974667,0.0
ical4j,0.752667,0.759667,0.578,0.7075,0.830667,0.0,0.768,0.0
java2html,0.345333,0.546,0.4,-1.0,-1.0,0.0,0.554,0.0
jsapar,0.747333,0.844333,0.707333,0.751667,0.857241,0.0,0.848333,0.0
jxls,0.371,0.503667,0.351333,-1.0,-1.0,0.0,0.511667,0.0
logisim,0.375556,0.551667,0.383667,-1.0,-1.0,0.0,0.518333,0.0
marvin,0.909667,0.956,0.898333,0.89,0.968,0.0,0.985333,0.0
nekohtml,0.889,0.923,0.842333,0.823,0.951,0.0,0.924333,0.0
