Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.660833,0.851333,0.801,0.724286,0.842667,0.0,0.822667,0.004
borg,-1.0,0.783,0.648,-1.0,-1.0,0.0,0.792667,0.04
datapro4j,0.903333,0.967667,0.969667,0.9,0.561667,0.0,0.535667,0.01
ical4j,0.686,0.760667,0.722333,0.847333,0.828,0.0,0.733333,0.019
java2html,-1.0,0.574,0.567333,-1.0,-1.0,0.0,0.558,0.0
jsapar,0.63,0.815667,0.770333,0.63,0.786552,0.0,0.737333,0.006
jxls,-1.0,0.824,0.652,-1.0,-1.0,0.0,0.781,0.0
logisim,-1.0,0.726333,0.594333,-1.0,-1.0,0.0,0.714333,0.0
marvin,0.85,0.920333,0.907667,0.872414,0.848,0.0,0.68,0.0
nekohtml,0.823571,0.91,0.887,0.803333,0.879667,0.0,0.807,0.003
