Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.961,0.99,0.825,0.9,0.837333,0.004,0.826333,0.028
borg,0.573333,0.994667,0.9,-1.0,-1.0,0.001667,0.81,0.137
datapro4j,0.993667,1.0,0.992,1.0,0.939333,0.025333,0.94,0.106
ical4j,0.937586,1.0,0.998333,0.99,0.893103,0.031667,0.957667,0.176
java2html,0.963,0.99,0.821333,0.89,-1.0,0.0,0.903333,0.036
jsapar,0.897,0.981333,0.801,0.99,0.779286,0.001,0.806333,0.009
jxls,0.966667,1.0,0.999667,1.0,-1.0,0.007931,1.0,0.102
logisim,-1.0,1.0,1.0,-1.0,-1.0,0.001667,1.0,0.142
marvin,0.993667,0.997,0.995667,0.99,0.909,3.33E-4,0.950333,0.016
nekohtml,0.995333,1.0,0.881667,0.9,0.916667,0.001,0.98,0.024
