Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.781,0.839,0.62,0.88,0.928667,0.003,0.852667,0.011
borg,0.598148,0.823333,0.747333,0.718333,-1.0,0.023667,0.827,0.085
datapro4j,0.948,0.926,0.961,0.8,0.643,0.025667,0.721,0.04
ical4j,0.714444,0.836,0.836,0.799,0.866667,0.032667,0.842667,0.095
java2html,0.741667,0.846333,0.611667,0.5,-1.0,0.010588,0.862,0.006
jsapar,0.719333,0.812,0.582667,0.79,0.8325,0.005,0.757667,0.001
jxls,0.711,0.912667,0.831667,0.894667,-1.0,0.011333,0.914333,0.016
logisim,0.555926,0.944667,0.903667,0.861333,-1.0,0.002,0.954333,0.001
marvin,0.862667,0.925,0.899,0.94,0.871667,0.003667,0.883333,0.0
nekohtml,0.836667,0.858,0.756667,0.96,0.632,0.005,0.648667,0.005
