Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.034411,0.016218,0.054705,0.011547,0.023694,4.13E-4,0.02512,0.029032
borg,0.043034,0.021919,0.019851,0.0,-1.0,0.008108,0.01277,0.009158
datapro4j,0.037059,0.009774,0.017157,0.0,0.016879,0.00584,0.021114,0.011154
ical4j,0.014709,0.006215,0.033269,0.0,0.012474,0.005226,0.021362,0.011535
java2html,0.001991,0.036215,0.028784,0.0,-1.0,7.59E-4,0.020218,0.033511
jsapar,0.006337,0.01951,0.03404,0.005774,0.027685,4.97E-4,0.01158,0.023866
jxls,0.045907,0.034528,0.042471,0.0,-1.0,7.65E-4,0.043605,0.016935
logisim,0.030644,0.014483,0.03129,0.0,-1.0,0.0,0.026493,0.004472
marvin,0.045678,0.013246,0.040007,0.003849,0.013977,0.0,0.019419,0.004523
nekohtml,0.030493,0.004454,0.033281,0.003849,0.002499,7.11E-4,0.008951,0.022933
