Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,1.0,1.0,1.0,1.0,1.0,0.047333,1.0,0.088
borg,1.0,1.0,1.0,1.0,-1.0,0.41875,1.0,0.206
datapro4j,1.0,1.0,1.0,1.0,1.0,0.053333,1.0,0.07
ical4j,1.0,1.0,1.0,1.0,0.97,0.082,1.0,0.24
java2html,1.0,1.0,1.0,1.0,-1.0,0.177333,1.0,0.087
jsapar,1.0,1.0,1.0,1.0,1.0,0.026552,1.0,0.072
jxls,1.0,1.0,1.0,1.0,-1.0,0.271667,1.0,0.307
logisim,-1.0,1.0,1.0,1.0,-1.0,0.2975,1.0,0.13
marvin,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
nekohtml,1.0,1.0,1.0,1.0,1.0,0.03,1.0,0.05
