Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.872174,0.944667,0.908333,0.831429,0.964643,0.034333,0.933667,0.05
borg,0.805,0.927,0.917667,0.827368,-1.0,0.0,0.958,0.0
datapro4j,0.876071,0.929,0.662667,0.722759,0.936333,0.0,0.941667,0.029
ical4j,0.781667,0.835333,0.569667,0.72,0.822667,0.0,0.843,0.033
java2html,0.9,0.96,0.934,0.825833,-1.0,0.0,0.977333,0.0
jsapar,-1.0,0.901667,0.824,-1.0,0.887586,0.035,0.890333,0.048
jxls,0.887143,0.995,0.98,0.972381,-1.0,0.0,0.999667,0.0
logisim,0.90375,0.966333,0.948333,0.902667,-1.0,0.0,0.987,0.0
marvin,0.914091,0.939333,0.834667,0.8,0.928667,0.008,0.789,0.05
nekohtml,0.9225,0.928,0.833667,0.743333,0.877,0.003333,0.898,0.034
