Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.069725,0.093273,0.052207,0.0,0.072558,0.008349,0.064018,0.020125
borg,0.0,0.137397,0.164781,-1.0,-1.0,0.051616,0.097664,0.0
datapro4j,0.009623,0.003849,0.007698,0.0,0.003333,0.0,0.0,0.003892
ical4j,0.041308,0.021732,0.049218,0.0,0.018055,0.016773,0.026861,0.018423
java2html,0.031914,0.080313,0.08822,-1.0,-1.0,0.072185,0.061509,0.0
jsapar,0.077247,0.108407,0.055119,0.0,0.085119,0.01366,0.100263,0.001826
jxls,0.0,0.041232,0.064258,-1.0,-1.0,0.054323,0.051624,0.0
logisim,0.0,0.053562,0.073674,-1.0,-1.0,0.033985,0.045632,0.0
marvin,0.029217,0.003849,0.001925,0.0,0.007698,0.0,0.0,0.027629
nekohtml,0.065602,0.041206,0.039345,0.0,0.018982,7.11E-4,0.02617,0.0
