Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.772667,0.906,0.817333,0.992667,0.987586,0.003333,0.913333,0.0
borg,0.761333,0.84,0.823333,0.982,-1.0,0.001667,0.856,0.0
datapro4j,0.759,0.828,0.594667,0.852333,0.837,6.67E-4,0.774333,0.009
ical4j,0.592667,0.701667,0.471333,0.736333,0.708333,0.001333,0.644333,0.011
java2html,0.779,0.894,0.836,0.954333,-1.0,0.001,0.911,0.0
jsapar,0.649667,0.701667,0.629,0.714,0.776897,0.0,0.647667,0.0
jxls,0.788333,0.883667,0.809333,0.941667,-1.0,0.004,0.836,0.002
logisim,0.796,0.858,0.780333,0.941,-1.0,0.0,0.855,0.0
marvin,0.622,0.682333,0.502667,0.679667,0.685,0.001,0.618333,0.0
nekohtml,0.739667,0.777,0.731667,0.805667,0.763,0.0,0.772667,0.0
