Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.561538,0.87,0.794333,0.676316,0.924828,0.0,0.822,0.0
borg,0.759048,0.842333,0.842333,0.738889,-1.0,0.0,0.756667,0.0
datapro4j,0.944,0.943667,0.895333,0.956333,0.945333,0.0,0.947667,0.0
ical4j,0.449667,0.661,0.557667,0.414643,0.69,0.0,0.546333,0.034
java2html,0.492667,0.713333,0.772333,0.5,-1.0,0.0,0.627667,0.0
jsapar,0.479048,0.857333,0.794333,0.812857,0.917586,0.0,0.762667,0.0
jxls,0.473793,0.516667,0.544667,0.415833,-1.0,0.0,0.466333,0.0
logisim,0.692857,0.844667,0.768667,0.7,-1.0,0.018095,0.766667,0.0
marvin,0.948667,0.968,0.928667,0.972333,0.934333,0.0,0.983,0.0
nekohtml,0.830357,0.942333,0.856333,0.908182,0.957667,0.0,0.935333,0.0
