Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.041299,0.053005,0.058138,0.0,0.050235,0.0086,0.036929,0.002561
borg,0.026887,0.036629,0.048635,0.0,-1.0,0.001619,0.020922,0.02633
datapro4j,0.072024,0.123692,0.137168,0.044931,0.102499,0.0,0.083591,0.068012
ical4j,0.088618,0.079097,0.138316,0.015396,0.070475,0.001054,0.082366,0.020734
java2html,0.020839,0.041072,0.091397,0.043797,-1.0,0.001831,0.061803,0.014249
jsapar,0.076146,0.070618,0.095809,0.032326,0.043755,0.002116,0.049318,0.009114
jxls,0.08181,0.070487,0.078833,0.0,-1.0,0.0,0.061494,0.009509
logisim,0.08767,0.076352,0.098289,0.001826,-1.0,0.0,0.065061,0.010974
marvin,0.093874,0.069283,0.078577,0.092029,0.077701,0.010904,0.078919,0.05136
nekohtml,0.078248,0.064898,0.097927,0.06735,0.08104,0.00368,0.063756,0.012015
