Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.234413,0.005757,0.072444,0.0,0.0,0.0,0.012333,0.01
borg,0.0,0.0,0.003835,-1.0,-1.0,0.0,0.0,0.007379
datapro4j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009071
ical4j,0.01206,0.001333,0.018847,0.0,0.001738,0.001179,0.022623,0.016081
java2html,0.0,0.009077,0.0,0.0,-1.0,0.0,0.001925,0.005774
jsapar,0.261128,0.0118,0.138161,0.0,0.0,0.0,0.010987,0.00603
jxls,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
logisim,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.012334
marvin,0.225926,0.0,0.0,0.0,0.0,0.0,0.001333,0.012107
