Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.79,0.893333,0.826667,0.885185,0.883333,0.04,0.85,0.0
borg,0.69,0.75,0.723333,0.833333,-1.0,-1.0,0.73,0.0
datapro4j,0.9,0.906667,0.906667,0.97,0.916667,0.836667,0.9,0.0
ical4j,0.796667,0.846667,0.843333,0.96,0.87,0.047667,0.85,0.018
java2html,0.783333,0.906667,0.82,0.75,-1.0,-1.0,0.843333,0.0
jsapar,0.792667,0.893333,0.85,0.832,0.865517,0.051333,0.848,0.013
jxls,0.75,0.84,0.83,0.937931,-1.0,-1.0,0.843333,0.0
logisim,0.73,0.76,0.77,0.953333,-1.0,-1.0,0.766667,0.0
marvin,0.886667,0.95,0.916667,0.946667,0.966667,0.0,0.936667,0.0
nekohtml,0.85,0.923333,0.903333,0.9,0.933333,0.131667,0.913333,0.0
