Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.766,0.886667,0.802333,0.759091,0.850333,0.0,0.892667,0.033
borg,0.185,0.716667,0.493667,-1.0,-1.0,0.0,0.721,0.0
datapro4j,0.895333,0.9,0.9,0.986667,0.9,0.0,0.9,0.033
ical4j,0.689333,0.84,0.734,0.964643,0.865333,0.041333,0.836,0.094
java2html,0.5,0.859,0.776,-1.0,-1.0,0.26,0.856667,0.0
jsapar,0.739,0.894667,0.805333,0.742632,0.897667,0.002,0.890667,0.039
jxls,0.3725,0.882,0.797,-1.0,-1.0,0.162,0.898,0.0
logisim,0.12,0.857667,0.806,-1.0,-1.0,0.0,0.878333,0.0
marvin,0.899333,0.965333,0.945333,0.973333,0.979333,0.0,0.976667,0.024
nekohtml,0.845333,0.936,0.899667,0.921333,0.955333,0.0,0.944,0.033
