Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.300802,0.11335,0.093181,0.088987,0.071506,0.007565,0.099982,0.10883
borg,0.161081,0.082127,0.068223,0.123728,-1.0,0.005101,0.06833,0.060884
datapro4j,0.271444,0.105075,0.074544,0.100831,0.039899,0.026514,0.101646,0.09145
ical4j,0.182036,0.085344,0.051514,0.087542,0.027124,0.005662,0.067812,0.061052
java2html,0.191108,0.093923,0.097606,0.113911,-1.0,0.04046,0.104568,0.118123
jsapar,0.159299,0.110955,0.09046,0.106116,0.05557,0.018816,0.084829,0.10351
jxls,0.16754,0.089291,0.058313,0.106511,-1.0,0.013372,0.08472,0.088732
logisim,0.129369,0.058473,0.041052,0.071938,-1.0,0.008818,0.039526,0.067029
marvin,0.182277,0.114285,0.088611,0.105421,0.060339,0.009473,0.102206,0.121001
nekohtml,0.215996,0.106557,0.120286,0.107037,0.048836,0.025683,0.102075,0.098993
