Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.210262,0.11204,0.088571,0.086486,0.053813,0.013051,0.110815,0.101173
borg,0.169907,0.103281,0.07523,0.094563,-1.0,0.011863,0.089573,0.070457
datapro4j,0.182645,0.127587,0.063331,0.092125,0.028123,0.005266,0.11735,0.114697
ical4j,0.151569,0.11483,0.047473,0.085752,0.016967,0.002233,0.081237,0.077606
java2html,0.151154,0.103268,0.099967,0.094963,-1.0,0.014527,0.165269,0.111398
jsapar,0.174085,0.113204,0.103194,0.091261,0.032172,0.016306,0.111673,0.090247
jxls,0.142829,0.111735,0.072913,0.081634,-1.0,0.00525,0.100635,0.091944
logisim,0.182874,0.111163,0.065301,0.075075,-1.0,0.006664,0.084002,0.102875
marvin,0.202846,0.120916,0.086313,0.095665,0.060822,0.018427,0.10601,0.102188
nekohtml,0.174241,0.12077,0.096399,0.080094,0.047537,0.016909,0.095152,0.090148
