Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.224545,0.150932,0.09793,0.130895,0.059521,0.009462,0.061988,0.122598
borg,0.132994,0.097623,0.061553,0.133008,-1.0,0.002723,0.068836,0.064662
datapro4j,0.14802,0.089245,0.103569,0.133597,0.071412,0.024822,0.108046,0.098601
ical4j,0.161786,0.122445,0.078507,0.090477,0.033057,0.005004,0.072203,0.101898
java2html,0.253492,0.124796,0.086297,0.193002,-1.0,0.024955,0.099983,0.159151
jsapar,0.180613,0.143193,0.098797,0.104531,0.059727,0.009787,0.074002,0.123692
jxls,0.157649,0.108478,0.066309,0.122637,-1.0,0.007723,0.063211,0.091401
logisim,0.160338,0.088309,0.066674,0.123032,-1.0,0.003492,0.057618,0.095175
marvin,0.183636,0.109793,0.097341,0.100061,0.080572,0.007446,0.106579,0.125398
nekohtml,0.234519,0.119984,0.111998,0.111356,0.07008,0.008916,0.075631,0.120782
