Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.191386,0.116846,0.083369,0.09058,0.034186,0.011057,0.089385,0.104798
borg,0.167436,0.104462,0.072237,0.090219,-1.0,0.008608,0.092083,0.066653
datapro4j,0.153453,0.115903,0.054153,0.097688,0.03108,0.006775,0.107364,0.100047
ical4j,0.149777,0.106831,0.045293,0.082488,0.012328,0.009933,0.089768,0.07581
java2html,0.204721,0.101257,0.091047,0.078294,-1.0,0.029016,0.145683,0.115475
jsapar,0.157208,0.10923,0.090791,0.096115,0.03618,0.013825,0.076463,0.102169
jxls,0.2192,0.100413,0.065495,0.082767,-1.0,0.007481,0.089895,0.084577
logisim,0.230127,0.125825,0.057281,0.081562,-1.0,0.012665,0.094826,0.107559
marvin,0.179125,0.105867,0.085439,0.113698,0.053571,0.018505,0.097121,0.109629
nekohtml,0.196654,0.118152,0.079159,0.103596,0.028084,0.01029,0.089338,0.090558
