Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.01113,0.169854,0.11965,0.270329,0.115623,0.0,0.144495,0.01379
borg,5.07E-4,0.286379,0.092901,0.229815,-1.0,0.0,0.188657,0.008664
datapro4j,0.065344,0.244558,0.165242,0.341428,0.151439,0.0,0.189719,0.025231
ical4j,0.018957,0.171042,0.100785,0.213579,0.078133,3.8E-5,0.126825,0.01542
java2html,0.010882,0.214132,0.105494,0.191525,-1.0,0.0,0.147749,9.05E-4
jsapar,0.002002,0.132023,0.07525,0.187689,0.082836,0.0,0.105158,0.009436
jxls,0.01365,0.237552,0.138291,0.244715,-1.0,0.0,0.192429,0.009709
logisim,0.02384,0.261735,0.168049,0.215193,-1.0,0.0,0.21911,0.008855
marvin,0.043378,0.26883,0.168273,0.349003,0.194833,0.0,0.201036,0.011768
nekohtml,0.019612,0.190302,0.144964,0.26494,0.114915,0.0,0.193475,0.005329
