Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.233731,0.420264,0.27648,0.476485,0.089927,9.0E-6,0.259687,0.012062
borg,0.258055,0.507246,0.254215,0.407807,-1.0,3.01E-4,0.301153,0.006062
datapro4j,0.235163,0.375521,0.275309,0.496934,0.213879,3.9E-5,0.350782,0.025464
ical4j,0.296011,0.458303,0.206634,0.418844,0.203073,2.42E-4,0.320221,0.017167
java2html,0.218828,0.426101,0.265775,0.421791,-1.0,2.72E-4,0.256953,0.012983
jsapar,0.07819,0.257288,0.198221,0.292987,0.110405,8.9E-5,0.16133,0.005233
jxls,0.274163,0.430232,0.336948,0.529991,-1.0,3.34E-4,0.261289,0.019424
logisim,0.231274,0.483386,0.408407,0.520145,-1.0,2.5E-4,0.415913,0.018859
marvin,0.156457,0.279673,0.228657,0.362199,0.149473,0.0,0.251153,0.010315
nekohtml,0.208214,0.402226,0.271127,0.405891,0.187544,0.0,0.29231,0.004403
