Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.137371,0.104939,0.091105,0.094628,0.070992,0.013968,0.113243,0.094991
borg,0.104613,0.086612,0.066716,0.084273,-1.0,0.009418,0.068011,0.063114
datapro4j,0.146196,0.112575,0.07804,0.088738,0.069822,0.004125,0.108872,0.096728
ical4j,0.112317,0.088536,0.055646,0.078805,0.033317,0.010345,0.072298,0.062372
java2html,0.127007,0.082518,0.098062,0.093836,-1.0,0.019657,0.116665,0.115343
jsapar,0.155741,0.106267,0.089125,0.08593,0.076133,0.01405,0.103828,0.089389
jxls,0.119327,0.093724,0.05547,0.096724,-1.0,0.012209,0.101887,0.074689
logisim,0.121437,0.076876,0.061041,0.06797,-1.0,0.013664,0.054657,0.081463
marvin,0.174566,0.107075,0.090144,0.085477,0.073412,0.005771,0.11572,0.109685
nekohtml,0.176382,0.099845,0.135791,0.127412,0.058921,0.006908,0.103845,0.098771
