Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.037697,0.526006,0.391519,0.574638,0.468707,1.27E-4,0.418582,0.01997
borg,0.014008,0.396141,0.15925,0.355759,-1.0,0.0,0.173107,0.002694
datapro4j,0.258358,0.765321,0.59485,0.783589,0.714846,0.0,0.694989,0.051554
ical4j,0.246721,0.62558,0.425292,0.5358,0.537406,0.001593,0.412769,0.085835
java2html,0.159959,0.568401,0.395975,0.48759,-1.0,4.87E-4,0.373262,0.014967
jsapar,0.076236,0.439773,0.312906,0.422285,0.34604,6.1E-5,0.269122,0.020028
jxls,0.297069,0.638018,0.496067,0.652198,-1.0,6.66E-4,0.464694,0.016548
logisim,0.264564,0.667253,0.573314,0.672124,-1.0,0.0,0.588033,0.019181
marvin,0.243061,0.593306,0.533895,0.64736,0.473253,0.0,0.496259,0.029826
nekohtml,0.311801,0.626764,0.499315,0.557234,0.489238,0.0,0.592988,0.018402
