Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.14459,0.100982,0.082601,0.100842,0.088971,0.013415,0.101092,0.106674
borg,0.129516,0.080783,0.069149,0.081922,-1.0,0.00947,0.083588,0.064521
datapro4j,0.129878,0.106409,0.054349,0.079919,0.033748,0.027998,0.09811,0.105411
ical4j,0.160607,0.085654,0.040279,0.090504,0.015142,0.005418,0.065588,0.085709
java2html,0.212574,0.090758,0.086295,0.119932,-1.0,0.029933,0.114604,0.115918
jsapar,0.168857,0.108915,0.079147,-1.0,0.045801,0.016463,0.078465,0.104953
jxls,0.174695,0.090236,0.058013,0.103582,-1.0,0.004032,0.081748,0.085662
logisim,0.170546,0.103887,0.043282,0.101638,-1.0,0.015816,0.080181,0.095087
marvin,0.188299,0.109518,0.080854,0.09668,0.088261,0.005963,0.097674,0.122298
nekohtml,0.190405,0.101673,0.074512,0.173718,0.039669,0.013032,0.087006,0.110999
