Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.510791,0.688645,0.489798,0.681464,0.300665,0.0,0.342397,0.008708
borg,0.349696,0.551754,0.357857,0.517333,-1.0,2.2E-4,0.421669,0.008801
datapro4j,0.645427,0.835227,0.622499,0.881073,0.694196,6.7E-5,0.759873,0.046163
ical4j,0.606171,0.779813,0.569968,0.680273,0.489385,0.001207,0.509512,0.070077
java2html,0.520529,0.646048,0.529987,0.660928,-1.0,0.001608,0.503486,0.012008
jsapar,0.43393,0.627793,0.451485,0.575321,0.298788,4.2E-5,0.381401,0.017844
jxls,0.589711,0.749513,0.573005,0.688725,-1.0,3.53E-4,0.53675,0.018788
logisim,0.563412,0.832125,0.720764,0.807929,-1.0,1.03E-4,0.726622,0.030584
marvin,0.518405,0.668511,0.571266,0.709819,0.496151,0.0,0.606288,0.009523
nekohtml,0.579284,0.780453,0.648979,0.726332,0.553477,1.98E-4,0.597087,0.019758
