Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.192768,0.137037,0.056736,0.090106,0.038302,0.009206,0.032607,0.105452
borg,0.234006,0.121043,0.067237,0.096704,-1.0,0.008163,0.018823,0.065363
datapro4j,0.20834,0.154043,0.053107,0.096592,0.044891,0.002052,0.027291,0.123874
ical4j,0.150266,0.130398,0.032766,0.08191,0.013893,0.00391,0.020903,0.075709
java2html,0.205921,0.116681,0.078083,0.089788,-1.0,0.012779,0.044265,0.096829
jsapar,0.193957,0.128883,0.066202,0.080191,0.036683,0.0062,0.03794,0.103514
jxls,0.209137,0.131358,0.066539,0.079874,-1.0,0.00965,0.033945,0.093888
logisim,0.166927,0.149131,0.05982,0.08792,-1.0,0.011523,0.022826,0.109708
marvin,0.234719,0.141653,0.075312,0.097703,0.059123,0.002132,0.060254,0.122112
nekohtml,0.227687,0.140201,0.064956,0.096035,0.038327,0.002985,0.047103,0.109523
