Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.079831,0.609746,0.278651,0.699221,0.281647,0.0,0.361195,0.022688
borg,0.012012,0.457952,0.111851,0.278932,-1.0,0.0,0.19381,0.005392
datapro4j,0.578488,0.880872,0.46777,0.855821,0.793546,0.0,0.721673,0.019838
ical4j,0.113747,0.508248,0.294711,0.548097,0.302067,2.0E-5,0.35709,0.045258
java2html,0.041889,0.443328,0.163123,0.278352,-1.0,0.0,0.254216,1.34E-4
jsapar,0.035608,0.502135,0.162426,0.527281,0.136128,0.0,0.165228,0.015408
jxls,0.110396,0.552187,0.20308,0.393541,-1.0,0.0,0.26813,0.011228
logisim,0.207927,0.544368,0.370794,0.420843,-1.0,0.0,0.501111,0.015039
marvin,0.312902,0.810944,0.540706,0.773819,0.689306,0.0,0.723356,0.027873
nekohtml,0.237873,0.718043,0.429997,0.7341,0.499412,0.0,0.647963,0.020447
