Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.169694,0.372281,0.268129,0.439321,0.321897,7.0E-5,0.318633,0.015849
borg,0.120707,0.429466,0.218135,0.40064,-1.0,0.0,0.286194,0.003996
datapro4j,0.12977,0.400637,0.303912,0.472647,0.245603,0.0,0.358057,0.022995
ical4j,0.093037,0.359592,0.236463,0.402312,0.248057,0.0,0.293326,0.012285
java2html,0.142823,0.446214,0.273599,0.433205,-1.0,0.0,0.364756,0.003895
jsapar,0.047634,0.248751,0.189804,0.300833,0.169693,6.8E-5,0.213039,0.008449
jxls,0.170958,0.421255,0.372015,0.55846,-1.0,0.0,0.344637,0.013789
logisim,0.115408,0.432736,0.357335,0.47062,-1.0,7.1E-4,0.379839,0.005019
marvin,0.126436,0.326208,0.266809,0.410831,0.257022,0.0,0.285899,0.017294
nekohtml,0.183621,0.371782,0.275579,0.383137,0.290968,0.0,0.339467,0.005974
