Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.142511,0.123099,0.085604,0.088178,0.043523,0.009511,0.0765,0.093287
borg,0.123395,0.089826,0.066527,0.12727,-1.0,0.002738,0.08569,0.065343
datapro4j,0.212369,0.120413,0.069893,0.099022,0.045049,0.006673,0.112615,0.08704
ical4j,0.179945,0.104685,0.057827,0.093587,0.029271,0.002845,0.085738,0.066981
java2html,0.16102,0.088681,0.09639,0.097678,-1.0,0.042157,0.077984,0.129149
jsapar,0.166355,0.115557,0.089286,0.085882,0.039,0.016463,0.073581,0.094895
jxls,0.135059,0.097586,0.062639,0.089325,-1.0,0.008651,0.085905,0.071491
logisim,0.137582,0.078416,0.062708,0.078071,-1.0,0.00571,0.071054,0.066976
marvin,0.178625,0.121965,0.087558,0.091546,0.053787,0.001721,0.095591,0.13014
nekohtml,0.198,0.115583,0.102358,0.127671,0.052239,0.007464,0.085664,0.096601
