Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.233819,0.123006,0.083349,0.08623,0.054122,0.013095,0.059921,0.105388
borg,0.183522,0.105788,0.079779,0.080423,-1.0,0.011114,0.070068,0.064662
datapro4j,0.193087,0.145469,0.065208,0.104222,0.03864,0.014351,0.058829,0.137249
ical4j,0.16997,0.113587,0.044053,0.081084,0.019172,0.00479,0.034988,0.081588
java2html,0.151324,0.1176,0.09798,0.121241,-1.0,0.035562,0.105516,0.102828
jsapar,0.191952,0.118993,0.07776,0.095088,0.052634,0.014839,0.094658,0.098941
jxls,0.179837,0.113661,0.063237,0.071553,-1.0,0.006056,0.062933,0.077561
logisim,0.194892,0.133634,0.055966,0.077747,-1.0,0.008519,0.01851,0.10425
marvin,0.190853,0.129708,0.080254,0.093536,0.056444,0.015371,0.079813,0.123769
nekohtml,0.194809,0.125564,0.0811,0.09028,0.038399,0.018333,0.067987,0.111531
