Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.173457,0.129042,0.08505,0.109134,0.041211,0.00765,0.07026,0.119799
borg,0.228563,0.104903,0.053008,0.143594,-1.0,0.012312,0.081888,0.095724
datapro4j,0.219007,0.078436,0.072746,0.123886,0.045015,0.019891,0.082977,0.108269
ical4j,0.138876,0.101041,0.055206,0.094739,0.018725,0.006003,0.060786,0.113458
java2html,0.209483,0.116184,0.08117,0.154123,-1.0,0.00345,0.079749,0.103827
jsapar,0.161626,0.120556,0.089217,0.116768,0.05098,0.007867,0.080524,0.124038
jxls,0.238297,0.099314,0.067033,0.114417,-1.0,0.006021,0.082802,0.092358
logisim,0.218639,0.07759,0.059266,0.168991,-1.0,8.83E-4,0.061842,0.087504
marvin,0.19556,0.09132,0.105781,0.116776,0.063368,0.0,0.096191,0.123143
nekohtml,0.301387,0.105005,0.09631,0.144183,0.047161,0.001667,0.078288,0.120849
