Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.090632,0.26085,0.213144,0.393335,0.104565,7.1E-5,0.211196,0.017614
borg,0.038617,0.352472,0.190058,0.341167,-1.0,0.0,0.08856,0.009699
datapro4j,0.069167,0.247454,0.206874,0.415215,0.185518,0.0,0.33177,0.019733
ical4j,0.081214,0.27632,0.168135,0.355688,0.217554,3.88E-4,0.256474,0.014135
java2html,0.066825,0.316439,0.229039,0.38122,-1.0,0.0,0.117022,0.009172
jsapar,0.026756,0.150244,0.133973,0.225641,0.090263,8.9E-5,0.135514,0.00806
jxls,0.045074,0.330749,0.308698,0.48118,-1.0,0.0,0.237968,0.026192
logisim,0.092281,0.371474,0.373665,0.450235,-1.0,0.0,0.345007,0.012131
marvin,0.044245,0.190509,0.182596,0.30053,0.112351,1.02E-4,0.190471,0.012851
nekohtml,0.1009,0.277597,0.210736,0.334123,0.19998,1.8E-5,0.219721,0.009161
