Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.016526,0.111101,0.132366,0.205396,0.080579,0.0,0.12798,0.019921
borg,0.027552,0.280716,0.182393,0.277093,-1.0,0.0,0.160793,0.016898
datapro4j,0.028074,0.144476,0.137229,0.28544,0.085445,0.0,0.212303,0.038303
ical4j,0.006997,0.126721,0.068658,0.158993,0.049612,0.0,0.097012,0.028295
java2html,0.014307,0.172039,0.141479,0.196265,-1.0,0.0,0.135028,0.01399
jsapar,0.006082,0.095231,0.091161,0.161544,0.063601,0.0,0.076209,0.00953
jxls,0.018162,0.164037,0.165009,0.228645,-1.0,0.0,0.177106,0.038679
logisim,0.021945,0.199896,0.189299,0.235768,-1.0,0.0,0.224903,0.039779
marvin,0.025202,0.101086,0.116158,0.209206,0.076944,0.0,0.174843,0.020414
nekohtml,0.017728,0.12566,0.117265,0.20441,0.08415,0.0,0.142969,0.009695
