Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.027233,0.134345,0.172225,0.271989,0.130145,1.07E-4,0.186835,0.013029
borg,0.002236,0.149176,0.061694,0.193555,-1.0,0.0,0.104871,0.001965
datapro4j,0.041248,0.180172,0.190182,0.345075,0.124178,0.0,0.315582,0.036919
ical4j,0.064297,0.188702,0.162114,0.340803,0.133196,2.72E-4,0.284429,0.030139
java2html,0.00437,0.151771,0.117104,0.200687,-1.0,4.0E-6,0.107055,0.001401
jsapar,0.015565,0.121851,0.124866,0.182448,0.092984,1.88E-4,0.11388,0.007506
jxls,0.055322,0.232659,0.305022,0.394762,-1.0,4.44E-4,0.276917,0.020538
logisim,0.014136,0.161094,0.225752,0.325522,-1.0,0.0,0.281968,0.006775
marvin,0.040775,0.152249,0.154779,0.246375,0.106806,7.2E-5,0.177862,0.013809
nekohtml,0.05292,0.143312,0.163255,0.24728,0.106738,4.7E-5,0.148011,0.007154
