Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.078143,0.507093,0.233685,0.585122,0.209995,0.0,0.339009,0.01435
borg,0.01248,0.471366,0.131279,0.354133,-1.0,0.0,0.149177,0.0103
datapro4j,0.531639,0.764043,0.417453,0.810294,0.588614,0.0,0.663211,0.019127
ical4j,0.069831,0.442277,0.213817,0.447989,0.240247,0.0,0.303407,0.036963
java2html,0.045139,0.347522,0.142395,0.264617,-1.0,0.0,0.199247,0.004239
jsapar,0.024898,0.322539,0.133433,0.411657,0.092392,0.0,0.109588,0.01073
jxls,0.117154,0.504899,0.231511,0.424383,-1.0,0.0,0.225422,0.01466
logisim,0.230915,0.540311,0.351397,0.377061,-1.0,0.0,0.474553,0.027872
marvin,0.311125,0.604633,0.461124,0.670752,0.368555,0.0,0.566205,0.009203
nekohtml,0.283753,0.611591,0.378066,0.637358,0.348923,0.0,0.555523,0.01183
