Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.156042,0.096293,0.091723,0.083527,0.04983,0.009108,0.069988,0.103149
borg,0.12093,0.08544,0.058271,0.08596,-1.0,0.008941,0.066601,0.063244
datapro4j,0.172629,0.09702,0.07336,0.127046,0.061811,0.005497,0.091631,0.094773
ical4j,0.109716,0.092598,0.052528,0.13681,0.026711,0.003751,0.061851,0.09397
java2html,0.147497,0.082361,0.098786,0.165888,-1.0,0.007182,0.078215,0.100957
jsapar,0.132743,0.101463,0.100728,0.098908,0.041478,0.008477,0.075212,0.101425
jxls,0.110143,0.075617,0.067618,0.084484,-1.0,0.007284,0.072661,0.063773
logisim,0.125623,0.077325,0.061899,0.169768,-1.0,0.009759,0.080497,0.07638
marvin,0.17377,0.085451,0.081112,0.128158,0.064047,0.007177,0.084723,0.129658
nekohtml,0.157623,0.087196,0.09975,0.157957,0.033356,0.016557,0.081823,0.108351
