Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.033616,0.438324,0.208333,0.492073,0.172196,0.0,0.30927,0.008391
borg,0.012692,0.401917,0.096122,0.314635,-1.0,0.0,0.217865,0.004699
datapro4j,0.182231,0.803396,0.460589,0.805753,0.680067,0.0,0.662002,0.039001
ical4j,0.067849,0.451221,0.284581,0.506471,0.22554,1.57E-4,0.259637,0.033876
java2html,0.022603,0.354152,0.107452,0.262737,-1.0,0.0,0.249155,0.003118
jsapar,0.011871,0.364272,0.124742,0.36337,0.047491,0.0,0.162839,0.007712
jxls,0.082173,0.425968,0.169019,0.383099,-1.0,0.0,0.325231,0.005612
logisim,0.173351,0.546215,0.328647,0.441296,-1.0,0.0,0.446398,0.011056
marvin,0.201166,0.688474,0.469349,0.710937,0.397023,0.0,0.569373,0.01068
nekohtml,0.104958,0.556817,0.356204,0.603584,0.320387,0.0,0.48551,0.014387
