Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.023747,0.353315,0.219861,0.431505,0.270336,0.0,0.304891,0.003044
borg,0.013617,0.283356,0.076231,0.272012,-1.0,0.0,0.188723,0.005628
datapro4j,0.156215,0.621182,0.449662,0.752323,0.564201,0.0,0.507606,0.009187
ical4j,0.036908,0.38741,0.24868,0.434826,0.269634,0.0,0.242115,0.020259
java2html,0.020221,0.34217,0.151383,0.281525,-1.0,0.0,0.228393,0.002777
jsapar,0.008403,0.250191,0.129713,0.300035,0.148205,0.0,0.124443,9.68E-4
jxls,0.075203,0.451649,0.218336,0.41401,-1.0,0.0,0.324851,0.007133
logisim,0.151392,0.527206,0.316922,0.457027,-1.0,0.0,0.416445,0.019951
marvin,0.123904,0.451614,0.330232,0.551876,0.387751,0.0,0.415543,7.4E-5
nekohtml,0.113235,0.488311,0.365412,0.567646,0.255387,0.0,0.407787,7.33E-4
