Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.082779,0.289048,0.235586,0.340482,0.190489,8.3E-5,0.254729,0.015845
borg,0.045622,0.419902,0.267309,0.46368,-1.0,5.16E-4,0.345168,0.004053
datapro4j,0.127053,0.399607,0.328631,0.461215,0.213104,0.0,0.327117,0.056131
ical4j,0.156446,0.368926,0.341881,0.471818,0.183371,4.33E-4,0.284855,0.021814
java2html,0.089845,0.404126,0.319017,0.40564,-1.0,0.001869,0.240567,0.007934
jsapar,0.058018,0.277509,0.221983,0.292061,0.152391,2.49E-4,0.215281,0.012251
jxls,0.109236,0.431419,0.377713,0.520148,-1.0,0.0,0.349705,0.010498
logisim,0.025469,0.274313,0.276875,0.333784,-1.0,0.0,0.190722,6.44E-4
marvin,0.103144,0.394703,0.304659,0.444127,0.257751,6.0E-6,0.359659,0.013938
nekohtml,0.098391,0.305208,0.273831,0.345619,0.189489,7.2E-5,0.277714,0.013231
