Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.020391,0.130023,0.122539,0.227187,0.043647,0.0,0.120144,0.01185
borg,0.048954,0.300749,0.167275,0.296932,-1.0,0.0,0.134575,0.018236
datapro4j,0.026579,0.157045,0.120636,0.292864,0.079138,9.0E-5,0.221877,0.034206
ical4j,0.010545,0.141612,0.069916,0.185265,0.054042,5.5E-5,0.095348,0.021083
java2html,0.025309,0.206031,0.15089,0.218868,-1.0,0.0,0.113417,0.013649
jsapar,0.003615,0.099611,0.076317,0.168414,0.048508,0.0,0.076902,0.006857
jxls,0.025817,0.201784,0.178285,0.271758,-1.0,0.0,0.198438,0.037668
logisim,0.014776,0.21045,0.185995,0.238454,-1.0,0.0,0.215244,0.035328
marvin,0.024362,0.091499,0.117788,0.208596,0.075782,0.0,0.145316,0.015276
nekohtml,0.020385,0.163694,0.113496,0.234696,0.096527,0.0,0.123496,0.012471
