Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.300222,0.64251,0.461428,0.629831,0.633487,1.37E-4,0.643924,0.02065
borg,0.279308,0.53789,0.322955,0.495454,-1.0,0.003398,0.291319,0.010932
datapro4j,0.485747,0.843859,0.750023,0.819003,0.805022,0.0,0.765227,0.055248
ical4j,0.343234,0.641327,0.518097,0.499781,0.529653,0.004358,0.410633,0.078071
java2html,0.339802,0.629939,0.443193,0.541142,-1.0,0.0,0.470211,0.01001
jsapar,0.21145,0.530812,0.36803,0.47981,0.430112,7.8E-5,0.363332,0.024516
jxls,0.398145,0.695931,0.539187,0.617556,-1.0,0.0,0.557467,0.005349
logisim,0.244697,0.675406,0.571004,0.656166,-1.0,0.0,0.361344,0.002379
marvin,0.443389,0.789956,0.598757,0.769868,0.723719,0.0,0.731219,0.036653
nekohtml,0.369491,0.688101,0.557949,0.588206,0.565456,0.0,0.588086,0.018725
