Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.210428,0.134787,0.079765,0.084959,0.05492,0.009852,0.076266,0.106841
borg,0.173376,0.135712,0.087501,0.094207,-1.0,0.010932,0.127211,0.085467
datapro4j,0.221242,0.146956,0.064216,0.094533,0.034439,0.026217,0.033863,0.128787
ical4j,0.223599,0.126712,0.048706,0.087239,0.027179,0.003478,0.029763,0.080158
java2html,0.171689,0.128081,0.119268,0.102365,-1.0,0.028082,0.124366,0.123166
jsapar,0.174841,0.142396,0.09422,0.091528,0.055923,0.019329,0.08684,0.111767
jxls,0.172139,0.130291,0.084632,0.091574,-1.0,0.006628,0.086924,0.098572
logisim,0.179267,0.137136,0.069752,0.083862,-1.0,0.020657,0.037436,0.094086
marvin,0.216612,0.152946,0.093554,0.103001,0.07979,0.005448,0.079598,0.115204
nekohtml,0.204438,0.136393,0.080384,0.090496,0.044716,0.004903,0.062738,0.110385
