Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.006502,0.111083,0.108949,0.183333,0.099139,0.0,0.192345,6.54E-4
borg,0.001525,0.131561,0.03441,0.170415,-1.0,0.0,0.173287,2.7E-4
datapro4j,0.056367,0.244963,0.252124,0.345189,0.161309,0.0,0.27844,0.006618
ical4j,0.013656,0.122916,0.079136,0.197894,0.07976,0.0,0.139319,0.0077
java2html,0.005026,0.12697,0.069865,0.140602,-1.0,0.0,0.171577,7.28E-4
jsapar,0.010087,0.093493,0.087795,0.150672,0.066478,0.0,0.132189,0.002132
jxls,0.013377,0.155474,0.111459,0.238837,-1.0,0.0,0.227222,1.32E-4
logisim,0.004626,0.114308,0.091696,0.17671,-1.0,0.0,0.165024,5.3E-5
marvin,0.033265,0.197754,0.179759,0.261162,0.156132,0.0,0.254655,0.003258
nekohtml,0.015443,0.138206,0.132097,0.219865,0.101715,0.0,0.182864,0.002688
