Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.169742,0.121342,0.084995,0.090556,0.054793,0.006874,0.116282,0.094083
borg,0.14385,0.115187,0.073027,0.089238,-1.0,0.003145,0.091471,0.088572
datapro4j,0.167486,0.130738,0.067694,0.10083,0.023421,0.002333,0.112454,0.121985
ical4j,0.141617,0.10956,0.051423,0.091791,0.017742,0.00857,0.074626,0.079885
java2html,0.16429,0.107684,0.105725,0.108453,-1.0,0.013817,0.137842,0.098499
jsapar,0.177022,0.114742,0.092437,0.115121,0.046018,0.016481,0.120736,0.095809
jxls,0.1445,0.11647,0.073021,0.089448,-1.0,0.003569,0.108537,0.100003
logisim,0.152623,0.121956,0.066021,0.077984,-1.0,0.007196,0.094006,0.112754
marvin,0.209227,0.12912,0.107266,0.109658,0.055589,0.016903,0.138449,0.097927
nekohtml,0.169733,0.11629,0.110141,0.090887,0.02909,0.008758,0.104439,0.097989
