Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.221132,0.127467,0.088222,0.109559,0.057585,0.017686,0.08679,0.106401
borg,0.18285,0.114063,0.06101,0.127204,-1.0,0.006666,0.078742,0.103971
datapro4j,0.160929,0.109519,0.080088,0.109915,0.059498,0.01238,0.104578,0.102244
ical4j,0.190784,0.108871,0.05848,0.092108,0.020086,0.005953,0.069846,0.093001
java2html,0.25505,0.130077,0.112261,0.141919,-1.0,0.013363,0.107899,0.122971
jsapar,0.152649,0.127005,0.093154,0.099697,0.06041,0.008828,0.088116,0.099914
jxls,0.204498,0.106161,0.067287,0.106046,-1.0,0.009461,0.087754,0.105624
logisim,0.193018,0.094573,0.073121,0.141768,-1.0,0.001713,0.070404,0.122984
marvin,0.174174,0.110992,0.092993,0.093133,0.07103,0.016243,0.104914,0.082988
nekohtml,0.224298,0.110931,0.087302,0.098974,0.025932,0.011437,0.084398,0.092384
