Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.202912,0.150915,0.080178,0.114573,0.049042,0.005766,0.060937,0.118908
borg,0.128521,0.115015,0.063345,0.120018,-1.0,0.001283,0.071109,0.075613
datapro4j,0.216127,0.130565,0.069326,0.100268,0.042092,0.019484,0.119715,0.10349
ical4j,0.217929,0.123134,0.057226,0.111916,0.017084,0.005746,0.068816,0.084984
java2html,0.200279,0.127126,0.097562,0.127876,-1.0,0.006571,0.092493,0.093775
jsapar,0.156922,0.139124,0.079449,0.115748,0.042001,0.013506,0.079438,0.119382
jxls,0.15305,0.123673,0.068269,0.108492,-1.0,0.00623,0.074389,0.082016
logisim,0.219994,0.111239,0.071405,0.099815,-1.0,0.002136,0.068647,0.068857
marvin,0.214063,0.131121,0.097067,0.119613,0.059053,0.0,0.117415,0.118351
nekohtml,0.218186,0.140143,0.087378,0.118704,0.037436,0.004732,0.087639,0.112501
