Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.182894,0.397345,0.303333,0.437396,0.199438,1.1E-5,0.321217,0.012011
borg,0.215863,0.54137,0.366326,0.543354,-1.0,1.69E-4,0.425119,0.008014
datapro4j,0.224059,0.40724,0.329945,0.504414,0.194126,3.31E-4,0.392266,0.064613
ical4j,0.280692,0.508036,0.403396,0.62185,0.284917,3.66E-4,0.375186,0.033499
java2html,0.118089,0.460878,0.339773,0.454352,-1.0,2.15E-4,0.267489,0.010699
jsapar,0.111051,0.332945,0.265281,0.350225,0.172096,2.4E-5,0.241394,0.004627
jxls,0.327792,0.514877,0.435024,0.56508,-1.0,7.7E-5,0.40464,0.017599
logisim,0.132276,0.365114,0.378741,0.47406,-1.0,4.7E-5,0.326843,0.016724
marvin,0.184159,0.42969,0.313242,0.474801,0.241586,0.0,0.361903,0.007959
nekohtml,0.214522,0.360941,0.285777,0.408525,0.171869,5.3E-5,0.334154,0.007233
