Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.034848,0.414786,0.250635,0.471694,0.293122,0.0,0.315391,0.015391
borg,0.003216,0.338414,0.065041,0.248405,-1.0,0.0,0.17387,0.003294
datapro4j,0.226184,0.779321,0.484077,0.785157,0.734269,0.0,0.654829,0.036668
ical4j,0.054122,0.47255,0.309011,0.499744,0.303652,0.0,0.276965,0.04749
java2html,0.017971,0.32383,0.129196,0.207484,-1.0,0.0,0.219816,0.003737
jsapar,0.009875,0.343706,0.160872,0.329001,0.244635,0.0,0.191013,0.0116
jxls,0.072883,0.505307,0.243364,0.424336,-1.0,0.0,0.367885,0.009487
logisim,0.119872,0.529555,0.301865,0.488226,-1.0,0.0,0.412149,0.0163
marvin,0.163479,0.643889,0.454253,0.677115,0.552611,0.0,0.518159,0.018155
nekohtml,0.099716,0.546904,0.378118,0.583721,0.39895,0.0,0.485627,0.011254
