Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.067919,0.350645,0.273098,0.416655,0.088853,6.0E-5,0.263277,0.029094
borg,0.033435,0.547366,0.295615,0.467551,-1.0,0.0,0.388648,0.010171
datapro4j,0.099281,0.418867,0.272059,0.452035,0.234409,0.0,0.367759,0.02647
ical4j,0.203977,0.478789,0.341519,0.480914,0.323927,9.2E-5,0.425628,0.022383
java2html,0.110948,0.456529,0.319579,0.444112,-1.0,0.0,0.281897,0.011669
jsapar,0.051476,0.289406,0.206729,0.29922,0.125348,1.02E-4,0.190853,0.012957
jxls,0.130231,0.593633,0.470457,0.588244,-1.0,0.0,0.378359,0.02367
logisim,0.240807,0.546409,0.478977,0.580247,-1.0,0.0,0.509632,0.021368
marvin,0.116471,0.442395,0.296845,0.445476,0.244888,1.2E-5,0.379339,0.018627
nekohtml,0.158981,0.391916,0.273473,0.381161,0.213841,0.0,0.335191,0.008867
