Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.056007,0.396837,0.234647,0.564184,0.236866,0.0,0.201136,0.025608
borg,0.0,0.37823,0.09741,0.2847,-1.0,0.0,0.05464,0.011911
datapro4j,0.280121,0.71672,0.384125,0.789362,0.626177,0.0,0.656242,0.017441
ical4j,0.051015,0.326307,0.18936,0.379641,0.174058,1.49E-4,0.182745,0.040481
java2html,0.023651,0.212536,0.091986,0.181183,-1.0,0.0,0.043647,0.00169
jsapar,0.034814,0.260811,0.147278,0.380278,0.146292,0.0,0.109858,0.019325
jxls,0.087967,0.408412,0.171353,0.35817,-1.0,0.0,0.097973,0.025434
logisim,0.152673,0.464787,0.307752,0.370555,-1.0,0.0,0.307873,0.042923
marvin,0.157255,0.498877,0.406544,0.62337,0.423635,0.0,0.593609,0.021005
nekohtml,0.149866,0.477244,0.301792,0.590358,0.350177,0.0,0.272651,0.021622
