Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.177317,0.106438,0.080826,0.098977,0.065577,0.008571,0.046499,0.101304
borg,0.099895,0.059771,0.047907,0.114317,-1.0,0.00206,0.030465,0.06058
datapro4j,0.172196,0.108251,0.06273,0.092512,0.034912,0.012852,0.099799,0.102051
ical4j,0.104222,0.102394,0.046508,0.086962,0.028095,0.004126,0.058597,0.089176
java2html,0.15013,0.103605,0.097348,0.137837,-1.0,0.028848,0.08851,0.098988
jsapar,0.200322,0.118399,0.086555,0.08814,0.045797,0.004293,0.069166,0.102084
jxls,0.170313,0.093965,0.059771,0.102887,-1.0,0.008315,0.074865,0.090815
logisim,0.165001,0.082851,0.063577,0.100117,-1.0,0.006655,0.041598,0.093065
marvin,0.194076,0.125752,0.078498,0.086103,0.06683,0.0,0.110196,0.124002
nekohtml,0.214143,0.114869,0.079398,0.094558,0.045505,0.005676,0.089217,0.105074
