Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.200676,0.125177,0.078372,0.095781,0.042128,0.019947,0.06135,0.113387
borg,0.152642,0.092381,0.047079,0.093698,-1.0,0.008667,0.0799,0.052138
datapro4j,0.246042,0.091773,0.07866,0.115604,0.063167,0.037059,0.052734,0.125324
ical4j,0.159784,0.111312,0.050021,0.096161,0.015372,0.009818,0.020388,0.08808
java2html,0.277254,0.102699,0.0872,0.118961,-1.0,0.047647,0.127393,0.085048
jsapar,0.191379,0.118778,0.09271,0.096325,0.056596,0.027375,0.070571,0.11705
jxls,0.240982,0.09624,0.060935,0.086203,-1.0,0.002828,0.091154,0.071247
logisim,0.255399,0.085584,0.054932,0.231247,-1.0,0.012842,0.027749,0.080677
marvin,0.311017,0.111076,0.105053,0.114892,0.077778,0.0,0.067288,0.126206
nekohtml,0.200916,0.117798,0.091236,0.098461,0.040952,0.00586,0.045166,0.115399
