Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.209313,0.142151,0.082829,0.0974,0.060037,0.012258,0.050173,0.102028
borg,0.145155,0.131275,0.073825,0.104969,-1.0,0.006118,0.058384,0.084732
datapro4j,0.225579,0.152265,0.073946,0.102374,0.046617,0.025635,0.045382,0.129393
ical4j,0.203079,0.135102,0.056352,0.088056,0.0293,0.006906,0.045711,0.079764
java2html,0.12296,0.139675,0.125412,0.123222,-1.0,0.018213,0.139923,0.118638
jsapar,0.168212,0.142345,0.087021,0.087779,0.060207,0.025665,0.071513,0.098594
jxls,0.158721,0.131674,0.072287,0.099731,-1.0,0.01553,0.062851,0.089345
logisim,0.161817,0.132008,0.081442,0.100842,-1.0,0.006555,0.053238,0.092134
marvin,0.228137,0.151323,0.091739,0.095304,0.08489,0.0,0.086121,0.122724
nekohtml,0.213208,0.141581,0.082946,0.09672,0.050154,0.01444,0.064432,0.108418
