Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.120893,0.366718,0.313082,0.440426,0.205777,0.0,0.300481,0.01601
borg,0.13117,0.558984,0.411937,0.405864,-1.0,0.0,0.523751,0.001472
datapro4j,0.123567,0.386094,0.28905,0.473353,0.255668,0.0,0.352593,0.03036
ical4j,0.041237,0.232201,0.133661,0.263149,0.09117,4.19E-4,0.14926,0.032078
java2html,0.100561,0.427209,0.324622,0.357644,-1.0,0.0,0.39103,0.004467
jsapar,0.038871,0.276855,0.197791,0.326839,0.148043,0.0,0.214841,0.013115
jxls,0.107451,0.385594,0.280841,0.364255,-1.0,0.0,0.349718,0.007562
logisim,0.052787,0.354421,0.251487,0.280022,-1.0,0.0,0.278267,0.007824
marvin,0.123719,0.319395,0.305589,0.425946,0.266097,0.0,0.284008,0.021746
nekohtml,0.081667,0.368659,0.265769,0.418363,0.228211,0.0,0.358243,0.006758
