Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.211875,0.13419,0.08127,0.094436,0.048165,0.013273,0.034768,0.102974
borg,0.197046,0.130872,0.082923,0.093097,-1.0,0.012097,0.050423,0.07426
datapro4j,0.207339,0.153209,0.066559,0.108016,0.029859,0.008294,0.037373,0.145244
ical4j,0.163519,0.136993,0.055059,0.093796,0.009521,0.012938,0.023837,0.08216
java2html,0.180262,0.125207,0.100017,0.101354,-1.0,0.033196,0.092918,0.101081
jsapar,0.231777,0.126185,0.085458,0.093915,0.040931,0.007741,0.055657,0.096808
jxls,0.200816,0.121059,0.07233,0.085622,-1.0,0.006974,0.052399,0.075982
logisim,0.219553,0.1537,0.069772,0.092678,-1.0,0.01135,0.018509,0.104617
marvin,0.216717,0.133318,0.087407,0.104541,0.059682,0.01385,0.060905,0.115325
nekohtml,0.209244,0.13777,0.080706,0.096381,0.045047,0.024354,0.037893,0.106794
