Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.043739,0.197709,0.199189,0.319753,0.128931,9.3E-5,0.186359,0.018534
borg,0.01975,0.316077,0.257639,0.394002,-1.0,4.28E-4,0.141507,0.010005
datapro4j,0.060674,0.259321,0.208035,0.376939,0.133962,0.0,0.307335,0.047532
ical4j,0.138882,0.323835,0.297866,0.497797,0.179418,5.5E-4,0.318601,0.039398
java2html,0.045167,0.314292,0.26378,0.360035,-1.0,2.62E-4,0.154537,0.013534
jsapar,0.032464,0.200163,0.17642,0.263533,0.123481,1.24E-4,0.180759,0.010482
jxls,0.082294,0.350071,0.363991,0.48237,-1.0,0.0,0.376725,0.026586
logisim,0.023287,0.231164,0.291378,0.333227,-1.0,0.0,0.315673,0.007962
marvin,0.056758,0.249562,0.242009,0.360151,0.144949,6.5E-5,0.276162,0.018613
nekohtml,0.078368,0.210563,0.224383,0.306639,0.152194,8.2E-5,0.180918,0.012121
