Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.240505,0.117248,0.08498,0.116887,0.047534,0.0,0.048634,0.126141
borg,0.083294,0.029415,0.03154,0.103173,-1.0,0.005046,0.016832,0.094471
datapro4j,0.140702,0.069653,0.086517,0.117741,0.054741,0.003849,0.089017,0.114447
ical4j,0.108123,0.094537,0.077763,0.084062,0.018721,0.00201,0.041046,0.114932
java2html,0.109357,0.079131,0.073256,0.096323,-1.0,0.0,0.053021,0.133048
jsapar,0.131338,0.116226,0.095012,0.096723,0.023023,0.003849,0.068859,0.129099
jxls,0.121283,0.056493,0.026376,0.110506,-1.0,0.001143,0.033532,0.091244
logisim,0.088684,0.04772,0.039241,0.135421,-1.0,0.004792,0.035243,0.102384
marvin,0.167014,0.084598,0.070667,0.092872,0.062465,0.002022,0.087501,0.139025
nekohtml,0.196595,0.099154,0.099058,0.099113,0.056934,0.002722,0.069431,0.123382
