Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.10803,0.057692,0.078099,0.105252,0.05263,0.008732,0.063177,0.027497
borg,0.054101,0.028398,0.0255,0.041383,-1.0,0.0,0.019146,0.050834
datapro4j,0.072222,0.043829,0.069222,0.082706,0.045813,0.0,0.058643,0.047533
ical4j,0.10211,0.033025,0.053382,0.076159,0.020204,0.008367,0.028524,0.029503
java2html,0.079876,0.050864,0.054081,0.099525,-1.0,-1.0,0.049152,0.053616
jsapar,0.114508,0.056327,0.080593,0.088664,0.028787,0.006812,0.065454,0.035225
jxls,0.063757,0.023436,0.033651,0.106715,-1.0,0.0,0.020738,0.031899
logisim,0.066231,0.017072,0.03956,0.079011,-1.0,0.0,0.013036,0.049311
marvin,0.078058,0.045655,0.073501,0.081187,0.05138,0.0,0.062336,0.028807
nekohtml,0.10154,0.046861,0.102361,0.100005,0.047699,0.008315,0.059853,0.018752
