Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.06506,0.30396,0.174397,0.336927,0.217083,0.0,0.28487,0.0
borg,0.033337,0.293617,0.041657,0.236397,-1.0,0.0,0.227357,0.0
datapro4j,0.194143,0.38046,0.250323,0.43233,0.25152,0.0,0.360683,0.00222
ical4j,0.03185,0.24602,0.092857,0.29681,0.145437,0.0,0.220313,9.2E-4
java2html,0.040113,0.29741,0.081617,0.29369,-1.0,3.8E-4,0.293347,6.0E-5
jsapar,0.050803,0.241293,0.124303,0.263963,0.15877,0.0,0.24037,0.0
jxls,0.041103,0.263733,0.105393,0.294287,-1.0,0.0,0.276397,1.5E-4
logisim,0.05046,0.25411,0.115087,0.256007,-1.0,0.0,0.237897,0.0
marvin,0.0817,0.31411,0.221017,0.369243,0.242677,0.0,0.323243,6.4E-4
nekohtml,0.06916,0.294907,0.183477,0.343273,0.20981,0.0,0.28324,1.0E-5
