Problem,SPEA2,NSGA-II,MOEA/D,eMOEA,GrEA,IBEA,HypE,NSGA-III
aqualush,0.5946,0.727533,0.677533,0.511133,0.380667,8.6E-4,0.595133,0.05228
borg,0.643231,0.850333,0.7188,0.763923,-1.0,0.004173,0.711133,0.05652
datapro4j,0.367545,0.7686,0.5636,0.638667,0.396667,0.013067,0.5842,0.1687
ical4j,0.432462,0.826133,0.739867,0.587091,0.537733,0.002767,0.5438,0.1102
java2html,0.6286,0.7904,0.734533,0.7194,-1.0,0.00396,0.689867,0.03314
jsapar,-1.0,0.6388,0.5102,-1.0,0.403733,0.00256,0.552533,0.02648
jxls,0.633,0.792867,0.7032,0.6038,-1.0,0.003013,0.715667,0.05318
logisim,0.409333,0.764133,0.6826,0.563615,-1.0,0.0021,0.605733,0.07164
marvin,0.33875,0.742867,0.551733,0.6128,0.500267,0.0,0.585867,0.0345
nekohtml,-1.0,0.730067,0.679333,-1.0,0.56,0.006967,0.633667,0.03055
